title,speaker,href,date,year,month,conference,word_count
Warnings from Outer Space,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/10/warnings-from-outer-space?lang=eng,1972-10-01,1972,10,1972-10,3229
“Strengthen Thy Brethren”,Paul H. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1972/10/strengthen-thy-brethren?lang=eng,1972-10-01,1972,10,1972-10,1087
The Saints Securely Dwell,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-saints-securely-dwell?lang=eng,1972-10-01,1972,10,1972-10,2604
Watch the Switches in Your Life,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1972/10/watch-the-switches-in-your-life?lang=eng,1972-10-01,1972,10,1972-10,2116
Watch the Switches in Your Life,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1972/10/watch-the-switches-in-your-life?lang=eng,1972-10-01,1972,10,1972-10,2116
The Sure Word of God,Vaughn J. Featherstone,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-sure-word-of-god?lang=eng,1972-10-01,1972,10,1972-10,2472
Caring for the Poor and Needy,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1972/10/caring-for-the-poor-and-needy?lang=eng,1972-10-01,1972,10,1972-10,2271
The Priesthood and Its Presidency,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-priesthood-and-its-presidency?lang=eng,1972-10-01,1972,10,1972-10,3418
Admonitions for the Priesthood of God,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/10/admonitions-for-the-priesthood-of-god?lang=eng,1972-10-01,1972,10,1972-10,4770
Warnings from Outer Space,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/10/warnings-from-outer-space?lang=eng,1972-10-01,1972,10,1972-10,3229
Strange Creeds of Christendom,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/10/strange-creeds-of-christendom?lang=eng,1972-10-01,1972,10,1972-10,3053
How to Gain a Testimony,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1972/10/how-to-gain-a-testimony?lang=eng,1972-10-01,1972,10,1972-10,1686
Harmony in the Home,H. Burke Peterson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/harmony-in-the-home?lang=eng,1972-10-01,1972,10,1972-10,1518
Another Prophet Now Has Come!,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1972/10/another-prophet-now-has-come?lang=eng,1972-10-01,1972,10,1972-10,2219
Hands,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/hands?lang=eng,1972-10-01,1972,10,1972-10,2042
Hands,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/hands?lang=eng,1972-10-01,1972,10,1972-10,2042
“Having Been Born of Goodly Parents”,S. Dilworth Young,https://www.churchofjesuschrist.org/study/general-conference/1972/10/having-been-born-of-goodly-parents?lang=eng,1972-10-01,1972,10,1972-10,1487
Home Teachers—Watchmen over the Church,James A. Cullimore,https://www.churchofjesuschrist.org/study/general-conference/1972/10/home-teachers-watchmen-over-the-church?lang=eng,1972-10-01,1972,10,1972-10,1989
Every Man in His Own Place,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1972/10/every-man-in-his-own-place?lang=eng,1972-10-01,1972,10,1972-10,2381
Live above the Law to Be Free,Hartman Rector Jr.,https://www.churchofjesuschrist.org/study/general-conference/1972/10/live-above-the-law-to-be-free?lang=eng,1972-10-01,1972,10,1972-10,2066
“An Instrument in the Hands of the Lord”,Rex D. Pinegar,https://www.churchofjesuschrist.org/study/general-conference/1972/10/an-instrument-in-the-hands-of-the-lord?lang=eng,1972-10-01,1972,10,1972-10,184
Three Pledges,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1972/10/three-pledges?lang=eng,1972-10-01,1972,10,1972-10,177
A Blessing for the Saints,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/10/a-blessing-for-the-saints?lang=eng,1972-10-01,1972,10,1972-10,1479
Pollution of the Mind,Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/pollution-of-the-mind?lang=eng,1972-10-01,1972,10,1972-10,1820
Keep the Commandments,Sterling W. Sill,https://www.churchofjesuschrist.org/study/general-conference/1972/10/keep-the-commandments?lang=eng,1972-10-01,1972,10,1972-10,1857
What Is a Friend?,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1972/10/what-is-a-friend?lang=eng,1972-10-01,1972,10,1972-10,1994
To Serve the Master,O. Leslie Stone,https://www.churchofjesuschrist.org/study/general-conference/1972/10/to-serve-the-master?lang=eng,1972-10-01,1972,10,1972-10,628
Sustaining of Church Authorities and Officers,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/10/sustaining-of-general-authorities-and-officers?lang=eng,1972-10-01,1972,10,1972-10,5429
“May the Kingdom of God Go Forth”,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/10/may-the-kingdom-of-god-go-forth?lang=eng,1972-10-01,1972,10,1972-10,2266
“I Know That My Redeemer Lives”,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1972/10/i-know-that-my-redeemer-lives?lang=eng,1972-10-01,1972,10,1972-10,1255
Becoming a Somebody,John H. Vandenberg,https://www.churchofjesuschrist.org/study/general-conference/1972/10/becoming-a-somebody?lang=eng,1972-10-01,1972,10,1972-10,2263
"“We Thank Thee, O God, for a Prophet”",Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1972/10/we-thank-thee-o-god-for-a-prophet?lang=eng,1972-10-01,1972,10,1972-10,2241
What Is a Friend?,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1972/10/what-is-a-friend?lang=eng,1972-10-01,1972,10,1972-10,1994
To Become One of the Fishers,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1972/10/to-become-one-of-the-fishers?lang=eng,1972-10-01,1972,10,1972-10,754
Entrance into the Kingdom of God,Bernard P. Brockbank,https://www.churchofjesuschrist.org/study/general-conference/1972/10/entrance-into-the-kingdom-of-god?lang=eng,1972-10-01,1972,10,1972-10,2225
Light and Knowledge to the World,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/light-and-knowledge-to-the-world?lang=eng,1972-10-01,1972,10,1972-10,2008
We Have Made Covenants with the Lord,ElRay L. Christiansen,https://www.churchofjesuschrist.org/study/general-conference/1972/10/we-have-made-covenants-with-the-lord?lang=eng,1972-10-01,1972,10,1972-10,1523
Genealogy: A Personal Responsibility,Theodore M. Burton,https://www.churchofjesuschrist.org/study/general-conference/1972/10/genealogy-a-personal-responsibility?lang=eng,1972-10-01,1972,10,1972-10,2050
Sustaining of Church Authorities and Officers,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/10/sustaining-of-general-authorities-and-officers?lang=eng,1972-10-01,1972,10,1972-10,5429
Listen to a Prophet’s Voice,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1972/10/listen-to-a-prophets-voice?lang=eng,1972-10-01,1972,10,1972-10,2816
Teach the Gospel of Salvation,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/10/teach-the-gospel-of-salvation?lang=eng,1972-10-01,1972,10,1972-10,3444
Teach the Gospel of Salvation,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/10/teach-the-gospel-of-salvation?lang=eng,1972-10-01,1972,10,1972-10,3444
Spiritual Famine,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1972/10/spiritual-famine?lang=eng,1972-10-01,1972,10,1972-10,1719
"Altar, Tent, Well",A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1972/10/altar-tent-well?lang=eng,1972-10-01,1972,10,1972-10,1571
"“By Love, Serve One Another”",Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1972/10/by-love-serve-one-another?lang=eng,1972-10-01,1972,10,1972-10,1953
Why The Church of Jesus Christ of Latter-day Saints,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1972/10/why-the-church-of-jesus-christ-of-latter-day-saints?lang=eng,1972-10-01,1972,10,1972-10,2490
"“Thy Will Be Done, O Lord”",Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/10/thy-will-be-done-o-lord?lang=eng,1972-10-01,1972,10,1972-10,2037
"“Thy Will Be Done, O Lord”",Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/10/thy-will-be-done-o-lord?lang=eng,1972-10-01,1972,10,1972-10,2037
Planting Gospel Seeds of Spirituality,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1972/10/planting-gospel-seeds-of-spirituality?lang=eng,1972-10-01,1972,10,1972-10,1636
Why Do Latter-day Saints Build Temples?,Eldred G. Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/10/why-do-latter-day-saints-build-temples?lang=eng,1972-10-01,1972,10,1972-10,1404
Follow the Leadership of the Church,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1973/04/follow-the-leadership-of-the-church?lang=eng,1973-04-01,1973,4,1973-04,3369
Priesthood Responsibilities,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1973/04/priesthood-responsibilities?lang=eng,1973-04-01,1973,4,1973-04,3394
Magnifying One’s Calling in the Priesthood,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1973/04/magnifying-ones-calling-in-the-priesthood?lang=eng,1973-04-01,1973,4,1973-04,2105
Reaching the One,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1973/04/reaching-the-one?lang=eng,1973-04-01,1973,4,1973-04,1597
Share the Unsearchable Riches of Christ,Rex D. Pinegar,https://www.churchofjesuschrist.org/study/general-conference/1973/04/share-the-unsearchable-riches-of-christ?lang=eng,1973-04-01,1973,4,1973-04,1927
The Aaronic Priesthood MIA,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-aaronic-priesthood-mia?lang=eng,1973-04-01,1973,4,1973-04,1955
The Aaronic Priesthood MIA,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-aaronic-priesthood-mia?lang=eng,1973-04-01,1973,4,1973-04,1955
He Has Sent His Messenger to Prepare the Way,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1973/04/he-has-sent-his-messenger-to-prepare-the-way?lang=eng,1973-04-01,1973,4,1973-04,3553
Man—A Child of God,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1973/04/man-a-child-of-god?lang=eng,1973-04-01,1973,4,1973-04,2459
Youth’s Opportunity to Serve,Robert L. Backman,https://www.churchofjesuschrist.org/study/general-conference/1973/04/youths-opportunity-to-serve?lang=eng,1973-04-01,1973,4,1973-04,1812
Man—A Child of God,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1973/04/man-a-child-of-god?lang=eng,1973-04-01,1973,4,1973-04,2459
Salvation Comes through the Church,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1973/04/salvation-comes-through-the-church?lang=eng,1973-04-01,1973,4,1973-04,2439
Hold Up Your Hands,Sterling W. Sill,https://www.churchofjesuschrist.org/study/general-conference/1973/04/hold-up-your-hands?lang=eng,1973-04-01,1973,4,1973-04,2568
The Rock of Revelation,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-rock-of-revelation?lang=eng,1973-04-01,1973,4,1973-04,2159
The Family Influence,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-family-influence?lang=eng,1973-04-01,1973,4,1973-04,2435
Salvation Comes through the Church,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1973/04/salvation-comes-through-the-church?lang=eng,1973-04-01,1973,4,1973-04,2439
What Manner of Men? “As I Am”,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1973/04/what-manner-of-men-as-i-am?lang=eng,1973-04-01,1973,4,1973-04,2036
"When I Read, I Am There",S. Dilworth Young,https://www.churchofjesuschrist.org/study/general-conference/1973/04/when-i-read-i-am-there?lang=eng,1973-04-01,1973,4,1973-04,2010
The Continuing Power of the Holy Ghost,Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-continuing-power-of-the-holy-ghost?lang=eng,1973-04-01,1973,4,1973-04,1821
“This Is My Gospel”,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1973/04/this-is-my-gospel?lang=eng,1973-04-01,1973,4,1973-04,2016
“Stand Ye in Holy Places”,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1973/04/stand-ye-in-holy-places?lang=eng,1973-04-01,1973,4,1973-04,3084
The Constant Exercise of Our Faith,O. Leslie Stone,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-constant-exercise-of-our-faith?lang=eng,1973-04-01,1973,4,1973-04,2013
The Path to Eternal Glory,Delbert L. Stapley,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-path-to-eternal-glory?lang=eng,1973-04-01,1973,4,1973-04,2127
Success—A Journey or a Destination?,Hartman Rector Jr.,https://www.churchofjesuschrist.org/study/general-conference/1973/04/success-a-journey-or-a-destination?lang=eng,1973-04-01,1973,4,1973-04,2254
Power of Evil,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1973/04/power-of-evil?lang=eng,1973-04-01,1973,4,1973-04,1758
Behold Your Little Ones,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1973/04/behold-your-little-ones?lang=eng,1973-04-01,1973,4,1973-04,2538
Strengthen the Stakes of Zion,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1973/04/strengthen-the-stakes-of-zion?lang=eng,1973-04-01,1973,4,1973-04,3838
What Is a Living Prophet?,A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1973/04/what-is-a-living-prophet?lang=eng,1973-04-01,1973,4,1973-04,1508
Consider Your Ways,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1973/04/consider-your-ways?lang=eng,1973-04-01,1973,4,1973-04,1397
"“Go, and Do Thou Likewise”",Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1973/04/go-and-do-thou-likewise?lang=eng,1973-04-01,1973,4,1973-04,1768
In His Strength,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1973/04/in-his-strength?lang=eng,1973-04-01,1973,4,1973-04,2289
Statistical Report 1972,Francis M. Gibbons,https://www.churchofjesuschrist.org/study/general-conference/1973/04/statistical-report-1972?lang=eng,1973-04-01,1973,4,1973-04,402
Statistical Report 1972,Francis M. Gibbons,https://www.churchofjesuschrist.org/study/general-conference/1973/04/statistical-report-1972?lang=eng,1973-04-01,1973,4,1973-04,402
Audit Report,Wilford G. Edling,https://www.churchofjesuschrist.org/study/general-conference/1973/04/audit-report?lang=eng,1973-04-01,1973,4,1973-04,346
Sustaining of Church Authorities and Officers,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1973/04/sustaining-of-church-authorities-and-officers?lang=eng,1973-04-01,1973,4,1973-04,742
Upon Judea’s Plains,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1973/04/upon-judeas-plains?lang=eng,1973-04-01,1973,4,1973-04,2550
Strengthen the Stakes of Zion,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1973/04/strengthen-the-stakes-of-zion?lang=eng,1973-04-01,1973,4,1973-04,3838
The Agency of Man,John H. Vandenberg,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-agency-of-man?lang=eng,1973-04-01,1973,4,1973-04,2090
"“Now Abideth Faith, Hope, and Charity”",Vaughn J. Featherstone,https://www.churchofjesuschrist.org/study/general-conference/1973/04/now-abideth-faith-hope-and-charity?lang=eng,1973-04-01,1973,4,1973-04,2481
"“Watchman, Warn the Wicked”",Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1973/04/watchman-warn-the-wicked?lang=eng,1973-04-01,1973,4,1973-04,2818
